Commentaire,Séance,Module,Aspect,Polarité,Sentiment,Attitude,Valeur,Attente
excellent!!!!!!!!!!,/,reporting-extra-financier-strategie-rse,G,P,J,NE,NE,NE
extra et MERCI,/,reporting-extra-financier-strategie-rse,G,P,J,A,NE,NE
super bien,/,reporting-extra-financier-strategie-rse,G,P,J,NE,NE,NE
un point d'amélioration: beaucoup de vidéos et peu de documents à étudier. Il m'a fallu souvent revoir des vidéos. J'aurais préféré plutôt avoir quelques support à relire.,/,excellence-operationnelle,C,NE,NE,NE,C,NE
Sujet bien traité. ,/,excellence-operationnelle,G,P,J,NE,NE,NE
"Ne va pas assez en detail. Dommage, surtout avec des invites aussi haut placés",/,excellence-operationnelle,C,N,M,NE,C,NE
"J'ai beaucoup apprécié cette formation de qualité. Ayant eu un parcours de chef de projet performance et de pilote de processus, j'ai, sans le savoir ou les nommer, commencé à mettre en place des outils de l'excellence opérationnelle (PDCA, Management Visuel, Gemba Walk). Cette formation m'a permis d'avoir un vernis d'ensemble sur l'excellence opérationnelle et ses outils et d'enrichir ma boîte à outil. J'ai trouvé la formation très complète. Il pourrait être intéressant d'avoir des travaux pratiques, études de cas complémentaires pour faire par exemple des VSM simplifiées. Il manque des éléments visuels sur cet outil. Je recommande fortement cette formation. Merci à tous ceux qui ont contribué à la réaliser.",/,excellence-operationnelle,G,P,J,A,U,NE
"Bonsoir et merci infiniment pour ce cours qui démystifie le concept d'excellence opérationnelle de façon pratique avec une réelle évaluation basée sur un cas pratique. Je suis bien mieux outillé pour mettre en pratique et engendré une démarche dans ce sens.Si je peux me permettre, penser aussi à des images illustratives et schémas visuels.",/,excellence-operationnelle,G,P,J,A,U,NE
"Il faudra ensuite bien sûr approfondir les outils qui sont ici uniquement survolés .J'ai trouvé le tout un peu verbeux avec très peu d'exemples concrets ou de tableaux synthétiques.""",/,excellence-operationnelle,G,N,M,NE,C,NE
C'est une très bonne approche de ces concepts d'EO ou alors une bonne piqûre de rappel. ,/,excellence-operationnelle,G,P,J,NE,NE,NE
contenu dense et intéressant. ,/,excellence-operationnelle,C,P,J,NE,I,NE
Le cours est bien structuré,/,excellence-operationnelle,S,P,J,NE,NE,NE
"Ce cours présente de manière très générale l'Excellence Opérationnelle et les différentes méthodes associées (Hoshin Kanri, PDCA, Kaizen, 6 SIGMA/DMAIC, VSM...) pour en comprendre les clés, objectifs et étapes principales. C'est une bonne base avant de se spécialiser sur la mise en oeuvre de ces méthodes.",/,excellence-operationnelle,C,P,J,NE,NE,NE
Il manque des exemples concrets pour mieux illustrer les différents outils.,/,excellence-operationnelle,C,N,M,NE,NE,NE
"Overview des différents principes et exposés des principaux outils. Je trouve la première partie très intéressantes pour les managers (la vision, la volonté d'être meilleurs ensemble, …)",/,excellence-operationnelle,C,P,J,NE,I,NE
"Bonne formation, claire et concise. Un tableau récapitulatif des différentes notions abordées avec leurs objectifs permettrait de mieux visualiser l'ensemble des outils disponibles pour l'amélioration continue (à présenter à la fin de la formation).",/,excellence-operationnelle,C,P,J,NE,NE,NE
"Un excellent court pour connaitre les bases de l'excellence opérationnelle. J'ai particulièrement apprécié les interventions de Gilles PANCZER, qui allient pertinence, humour, pédagogie et précision. Merci !  ",/,excellence-operationnelle,Pr,P,J,A,I,NE
Excellent rappel des principes de base de l'EO pour amener de la qualité dans nos prestations et aussi très bonne introduction à la méthode 6 sigma. Dans l'attente d'un cours plus approfondi sur la méthode 6 ,/,excellence-operationnelle,C,P,J,NE,NE,NE
"Très bon MOOC. Donne un bon aperçu des théories, modèles et outils utilisés dans l'EO, la Qualité et les démarches d'amélioration continue en général. Donne envie d'aller plus loin ! ",/,excellence-operationnelle,C,P,J,NE,I,NE
"Cours intéressant. Un bon tour d'horizon de ce qu'est l'excellence opérationnelle, pour ceux qui hésiteraient encore avant de suivre une formation complète en la matière.",/,excellence-operationnelle,G,P,J,NE,I,NE
j'ai beaucoup appris de ce cours.  De nouveaux éléments que je connaissais pas ont   été mentionnés et m'aideront à finaliser mon mémoire de fin de cycle ingénieur.,/,excellence-operationnelle,C,P,J,NE,U,NE
Un cours qui permet de se remettre à jour ou de comprendre d'où viennent toutes ces méthodes que l'on applique quotidiennement.Simple et efficace. Je recommande.,/,excellence-operationnelle,G,P,J,NE,U,NE
Un très bon contenu qui regroupe les notions et es outils sur lesquels repose la démarche de l'excellence opérationnelle.,/,excellence-operationnelle,C,P,J,NE,NE,NE
"Très bon cours, donne de nombreux outils pour aller vers une démarche d'excellence opérationnelle. ",/,excellence-operationnelle,C,P,J,NE,U,NE
a améliorer probablement pour plus d'exemples et mode d'emploi des outils et merci ,/,excellence-operationnelle,C,NE,NE,NE,NE,NE
"Excellent cours, très complet qui nous donne une nouvelle vision du management ! ",/,excellence-operationnelle,C,P,J,NE,NE,NE
"Outils et méthodes pratiques, bonne expérience.Merci à tous les formateurs.",/,excellence-operationnelle,Pr,P,J,A,NE,NE
Cours très pédagogique sur l'EO. ,/,excellence-operationnelle,G,P,J,NE,NE,NE
Très excellent cours,/,excellence-operationnelle,G,P,J,NE,NE,NE
Très bon cour ,/,excellence-operationnelle,G,P,J,NE,NE,NE
Très bon !,/,excellence-operationnelle,G,P,J,NE,NE,NE
UN BON MOOQ ,/,excellence-operationnelle,G,P,J,NE,NE,NE
"Je suis Responsable Qualité dans une entreprise de Travaux Publics. De toutes les formations que j'ai faite au cours de ma carrière, je pense que celle-ci est la plus synthétique qui donne le plus grand nombre d'outil nécessaire à la mise en place d'une démarche d'excellence. Je la recommande à tout ceux qui ont la volonté de s'améliorer, que ce soit dans le cadre d'une entreprise ou des pratiques quotidiennes de la vie et même en famille, ces outils vous seront très utile. Pour vous améliorer, je vous proposerait de joindre pour certains outils, des fiches pratiques/modèles qui permettrons de mettre directement en pratique vos modèles, ou qui présente des exemples/cas pratique. Bonne continuation et félicitations à toute l'équipe.",/,excellence-operationnelle,C,P,J,A,U,NE
Merci à tous les intervenants et intervenantes qui ont participé à la réalisation et la publication de ce cours.L'excellence opérationnelle permet de mettre des mots sur une méthode de travail que nous pratiquons peut être chaque jour. Qualifier cette méthode quotidienne permet de valoriser et promouvoir notre démarche.Ce dernier point est important pour impliquer la direction de l'entreprise dans la mise en place d'une telle démarche.Un grand merci.,/,excellence-operationnelle,Pr,P,J,A,U,NE
"Très bon cours, très clair, qui explique bien le principe de l'excellence opérationnelle. Je remercie l'Essec et les professeurs de l'avoir mis à disposition de chacun. A mettre en œuvre très vite.",/,excellence-operationnelle,Pr,P,J,A,NE,NE
"C'est un cours hyper sympa , très dense , avec des concepts très pratique . Je le recommande pour toutes les personnes qui rêve de devenir des manager de très haut niveau et qui marque . ",/,excellence-operationnelle,G,P,J,NE,U,NE
"Un très bon cours, , trés utile pour moi . Merci pour l'Essec et les professeurs pour ce contenu de qualité. j'espere appliquer ce j'ai appris le plutot possible.",/,excellence-operationnelle,C,P,J,A,U,NE
"Excellent cours, simplifié, concentré et méthodique. Un grand merci à tous les intervenants qui ont partagé avec nous leurs connaissances en les simplifiant et en les expliquant avec des exemples concrets. Je recommande vivement ce cours pour les managers afin de mieux structurer leur pensée et leurs actions visant l'amélioration continue",/,excellence-operationnelle,Pr,P,J,A,U,NE
"Avant de commencer à suivre la formation, j'avais de vagues notions. Grâce à ce cours, j'ai pu améliorer ma culture de l'excellence opérationnelle et me sens plus opérationnel qu'auparavant. Ce cours apporte une vision globale sur l'état d'esprit et les outils de la démarche. Aucun regret, merci aux formateurs.",/,excellence-operationnelle,G,P,J,A,U,NE
c'est pratique et assez instructif. J'ai vraiment appris des choses très importantes avec une méthodologie très simple et claire.  ,/,excellence-operationnelle,G,P,J,NE,A,NE
Vraiment passionnant je le recommande sans hésiter.,/,excellence-operationnelle,G,P,J,NE,I,NE
Très Intéressant ! ,/,excellence-operationnelle,C,P,J,NE,I,NE
"Merci aux intervenants de très bon niveaux, aux architectes, à l'ESSEC et à l'équipe réalisatrice.Bravo, très utile. Tout de bon à Tous, et bon voyage dans l'EO.",/,excellence-operationnelle,Pr,P,J,A,U,NE
"Très intéressant, bien construit, pratique et clair, illustré et des exercices et échanges comme l'enquête Shiba et la correction des enquêtes d'autres participants est très concret et donne des exemples ...MOOC comme on en aimerait plus ;-)",/,excellence-operationnelle,C,P,J,NE,I,NE
Très très bonne formation ; synthétisée et enrichissante ; tous les outils permettant la mise en place d'une démarche vers l'excellence opérationnelle sont clairement présentés ainsi que la mission  du manager au sein d'une structure . Merci beaucoup a tous les intervenants   ,/,excellence-operationnelle,Pr,P,J,A,NE,NE
"Très bon cours qui aborde l'ensemble des principes et des outils de l'Excellence Opérationnelle. Le cours est agréable et pratique à suivre. Chacun peut, par la suite approfondir un des thèmes. Je pense que la dernière partie sur le management pourrait être plus développée ",/,excellence-operationnelle,C,P,J,NE,I,NE
Ce cours est vraiment très intéressant pour découvrir les concepts de l'excellence opérationnelle. Les cours sont très bien illustrés et donnent des astuces pour mettre en œuvre de façon concrète au sein de l'entreprise les concepts.Merci à l'ESSEC pour ce MOOC.,/,excellence-operationnelle,G,P,J,NE,I,NE
"Cours très bien structuré: des vidéos explicatives très bien construites, de nombreux exercices de mises en application des concepts, outils et méthodes de l'Excellence Opérationnelle. Merci à toute l'équipe pédagogique pour son dévouement et son travail !",/,excellence-operationnelle,S,P,J,A,NE,NE
"Un cours complet, que l'on peut suivre à son rythme. Le contenu est exhaustif et les vidéos sont parfaites.Un vrai outil pour avoir les méthodes dans la gestion humaine et opérationnelle de son service avec l'amélioration continue en vue",/,excellence-operationnelle,C,P,J,NE,U,NE
"Un excellent cours, avec des concept très utiles et à jours dans le monde de l'entreprise moderne. Je recommande vivement pour tous les cadres, et non pas uniquement ceux qui travaillent dans le domaine de la qualité ou de l'ingénierie.  ",/,excellence-operationnelle,C,P,J,NE,U,NE
" Je suis vraiment agréablement surprise par cette formation, je recommande à quiconque s'intéresse à ce domaine.",/,excellence-operationnelle,G,P,J,NE,I,NE
"Une formation très claire et complète, bien structurée, tablée d'exemples concrets et qui permet une réflexion pratique",/,excellence-operationnelle,S,P,J,NE,NE,NE
"S'il était intéressant d'apprendre les techniques de management opérationnel et d'excellence, le matériau est plus en phase avec un rôle dans une usine. Cependant, le contenu peut être adapté à la profession plus numérique.",/,excellence-operationnelle,C,NE,NE,NE,I,NE
Les vidéos de chacun sont également très réussies.Une mention pour les vidéos de Gilles Panczer  Merci à tous.,/,excellence-operationnelle,Pr,P,J,A,NE,NE
Formation très clair et synthétique. Les 4 semaines sont suffisantes pour suivre à son rythme la formation.,/,excellence-operationnelle,S,P,J,A,NE,NE
"Didactique, les concepts ont pu être approfondis et le format d'échanges est parfait. Tous les aspects du ""Lean"" y sont introduits, et la dimension managériale vient en complément, une véritable réussite !",/,excellence-operationnelle,G,P,J,NE,NE,NE
"Rythme et contenu très dynamiques. Je n'ai pas utilisé les forums de discussions. Ce cours m'a permis de formaliser ce que j'appliquais pas expérience, habitude et bon sens.",/,excellence-operationnelle,C,P,J,NE,U,NE
Très bon afin d'obtenir les bases de l'excellence opérationnelle.Il ne vous restera plus qu'à mettre en pratique pour compléter vos nouvelles connaissances.,/,excellence-operationnelle,G,P,J,NE,U,NE
Très bonne introduction aux principes de l'excellence opérationnelle. Bonne vision d'ensemble des outils. Accent mis sur le rôle important du management.,/,excellence-operationnelle,G,P,J,NE,NE,NE
Très bon cours pour qui veut des solutions opérationnelles pour agir tout de suite.Merci à tous ceux qui ont facilité cette belle initiative.,/,excellence-operationnelle,G,P,J,A,U,NE
J'ai vraiment aimé. C'est pratique et tout bonnement extraordinaire. Ce court offre des possibilités énormes. Grand Merci à toute l'équipe. ,/,excellence-operationnelle,G,P,J,A,I,NE
c'est une formation complète avec beaucoup d'exemples. Chacun peut la faire à son rythme mais attention à ne pas se laisser distancer. ,/,excellence-operationnelle,C,P,J,NE,NE,NE
Excellente présentation de l'environnement globale de l'excellence opérationnelle avec un focus sur les outils qui est très apprécié. ,/,excellence-operationnelle,C,P,J,NE,NE,NE
Excellent cour pour les managers dans les différents types des entreprises et en particuliers les entreprises manufacturières  ,/,excellence-operationnelle,G,P,J,NE,U,NE
Un MOOC parfait pour comprendre les principes de l'excellence opérationnelle et pouvoir l'appliquer au sein de sa société. ,/,excellence-operationnelle,G,P,J,NE,U,NE
"Excellent cours très bien construit, documenté et synthétisé. Les vidéos sont ludiques et les intervenants de haut niveau. ",/,excellence-operationnelle,Pr,P,J,A,NE,NE
Bravo à tous les intervenants pour leurs partage de connaissances et conseils enrichissants. C'est un travail de qualité.,/,excellence-operationnelle,Pr,P,J,A,NE,NE
"Très jolie cours ,Ce cours est trés bon pour les manager il est simple et trés sympathique Merci pour tous le monde",/,excellence-operationnelle,C,P,J,A,U,NE
Excellent MOOC ! Des cours de qualité avec une approche pragmatique d'experts et parfaitement synthétisé. Merci !,/,excellence-operationnelle,C,P,J,A,NE,NE
"Merci pour la qualité des cours fournis, bravo aux formateurs les modules sont simples et facile a comprendre.",/,excellence-operationnelle,Pr,P,J,A,NE,P
"Un cours complet, claire ,très enrichissant  Une expérience exceptionnelle et extraordinaire Merci beaucoup",/,excellence-operationnelle,C,P,J,A,I,NE
