Commentaire,Séance,Module,Présentation,Contenu,Design,Général,Communication,Structure,Utilité,Intrinsèque,Accomplissement,Cout,Anxiété,Colère,Ennui,Joie,espoir,"
désespoir",Satisfaction,Gratitude,"
Déception",Mécontentement,Confusion,Polarité,Attitude,Attente,Valeur,Sentiment,Aspect
"Un cours, avec des intervenants de qualité, qui a complètement répondu à mes attentes. ",/,reuissir-le-changement,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,NE,NE,I,J,CO
"Seul petit bémol, des interventions (M. Moutot et M. Autissier) qui furent coupées brutalement, à la fin, faute de temps. Un recalibrage est peut-être à refaire. Un grand merci pour ce MOOC.",/,reuissir-le-changement,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,N,A,NE,I,J,CO
Je le recommande à tous. Cela permet de se mettre en position méta et appréhender les situations conflictuelles et comment en sortir : identifier les résistances. L'approche est vulgarisée et les concepts importants sont abordés de différentes manières au cours des vidéos.,/,reuissir-le-changement,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Excellent cours de par la qualité des intervenants, la clarté des explications, l'orientation du contenu de la formation. Je recommande vivement à toute personne qui souhaite ne serais-ce que de comprendre l'environnement de son organisation, son évolution et sa position",/,reuissir-le-changement,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Excellent cours, cela m'a appris énormément de choses abstraites et complexes pour moi au départ de façon très simple et fluide! Je vous remercie de cette expérience et espère pourvoir suivre d'autres MOOC mise en place par vous même!Je recommande grandement ce MOOC !",/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
"Ce cours s'adapte très bien aux problèmes de ce nouveau monde en croissante quête de ce qui est nouveau. En effet, l'innovation seule permet d'être à la hauteur des attentes. D'où savoir sur comment réussir le changement devient une nécessité, voire une obligation.",/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Ce cours est complet.Il trace les notions nécessaires pour aborder correctement le changement en entreprise . Il est possible d'extrapoler cette méthode à une multitude de secteurs. Les piliers Kart Lewing, Ulrich sont cité. Ce MOOC est à la porté de tous.",/,reuissir-le-changement,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Etudiante en alternance au sein d'une organisation qui fait face à de nombreux changements, ce cours m'a permis de comprendre énormément de choses et à mieux appréhender les difficultés rencontrées.Intervenants et contenu de qualité, bien structuré.Merci.",/,reuissir-le-changement,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
"Excellent cours avec une approche équilibrée tant au niveau de la couverture qu'au niveau d’approfondissement des thèmes. Par moment, on aimerait que ça aille un peu plus loin mais cela peut faire l'objet d'un cours plus avancé. Félicitations à l'équipe !",/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
"Merci pour ce MOOC tellement enrichissant et passionnant . Les cours et propositions de documents, sont parfaitement alignés avec les besoins dans l'entreprise et une utilisation terrain. Les idées sont stimulées et l'envie de ""convaincre"" renforcée.",/,reuissir-le-changement,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Une excellente synthèse des théories de la conduite du changement qui viennent compléter les livres de Mrs Moutot & Autissier que j'apprécie particulièrement, et éclairer le livre de Kotter dont la traduction française me déçoit un peu.Bravo à ce Mooc",/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
L'ensemble du cours est de grande qualité. Il brosse un portrait à 360° du sujet du changement.Ce cours m'a apporté une meilleur compréhension de l'étendue à couvrir pour réaliser avec succès un changement.Je recommande à tous de suivre ce cours.,/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Ce cours permet d'aborder la conduite du changement sur l'aspect théorique et pratique. Il y fait référence à des études menées sur le sujet et donne des outils permettant de réussir les projets.Il ne reste plus qu'à passer aux cas pratiques!,/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Modules brillamment présentés par de experts en la matière. Avec les ressources complémentaires de taille, qui tranche avec ce que nous voyons sous les tropiques. Merci pour toute cette générosité. vivement un autre type de module. bravo!!!!",/,reuissir-le-changement,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
Cours très complet sur la conduite du changement avec une bonne partie théorique et quelques éléments concrets sur la mise en place en entreprise. Je le recommande pour tous les porteurs de projets et les dirigeants d'entreprise.,/,reuissir-le-changement,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Belle balade dans les différentes évolutions de la conduite du changementUn outillage utilisable en situation (je pense et repense souvent aux indicateurs ICAP et à leur évolution dans le temps lors des phases de changement),/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"je trouve le cours très intéressant, d'ailleurs c'est ce qui m'a donné le gout de continuer et j'ai maintenant validé l'ensemble des devoirs. Mais j'ai pas encore été contacté pour mon certificat. Comment je pourrai l'avoir?",/,reuissir-le-changement,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Outre la maîtrise des fondamentaux d'un changement dans une organisation, il permet d envisager une possibilité de reconversion dans le domaine du consulting.Vraiment intéressant. Merci à toute l équipe et à la prochaine.",/,reuissir-le-changement,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Très bonne présentation des process de conduite du changement. Mon entreprise est actuellement en restructuration et cela m'a vraiment aidé sur un plan pro. comme sur un plan personnel. Merci pour ce MOOC de qualité.,/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
"Excellent, les grands principes de la conduite du changement sont clairement exprimés et détaillés. Peut-être rajouter des cas concrets d'entreprises et des retours d'expériences récents seraient les bienvenus.",/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Explications claires et bien fondées. Pédagogie. Notions à jour avec une approche comparatif avec ce qui était fait avant, ce qui est fait actuellement, et ce qui devrait être privilégié désormais.",/,reuissir-le-changement,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Intéressant et synthétique.Ayant rédigé une thèse professionnelle sur le sujet, j'ai retrouvé les éléments de base pratique pour la bonne réussite d'un projet de changement organisationnel.",/,reuissir-le-changement,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Intéressant, à appliquer pour tous types de changements et projets collectifs. Puissiez vous utiliser ces méthodes avec bienveillance et stopper la prédation le d'Homme sur l'Homme.",/,reuissir-le-changement,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
très bien les différents éléments relatifs au changement sont clairs et détaillésce MOOC permet une première approche très complète du sujet en passant de la théorie à la pratique,/,reuissir-le-changement,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Le cours est très bien construit. Les questionnaires vérifient les acquis des cours précédents. J'ai appris beaucoup d'information. Je remercie l'ESSEC et l'équipe pédagogique.,/,reuissir-le-changement,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Les contenus de ce cours sont de très grande qualité. J'ai grand plaisir à découvrir les apports théoriques qui viennent renforcer mon expérience terrain du changement. Merci!,/,reuissir-le-changement,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
"Excellente qualité des intervenants. Ce cours m'a permis d'ancrer mes pratiques professionnelles acquises au fil des projets, et basées sur mon bon sens et quelques lectures.",/,reuissir-le-changement,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Cette formation m'a permis de rassembler mes idées en la matière afin de réussir le projet de changement qui est en cours de réalisation dans mon entreprise.Merci l'équipe !,/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
Un cours de qualité et bien découpé qui nous permet d'appréhender l'ensemble des concepts liées à la conduite du changement. Un grand bravo pour la réalisation de ce MOOC.,/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
J'ai vraiment apprécié ce cours qui nous explique bien le changement. Je remercie l'équipe enseignante. Je recommande sans hésitation pour comprendre les enjeux de demain.,/,reuissir-le-changement,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Merci pour ce cours. J'ai pu structurer mes idées sur l'accompagnement au changement.La méthodologie dispensée permet également d'appliquer ces bases à toutes situations.,/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
"J'ai apprécié le cours, cela m'a permis de structurer des savoirs pris ça et là au fil du temps. J'aurai apprécié une évaluation demandant un travail plus approfondi.",/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
j'ai trouvé ce cours très intéressant. il comporte beaucoup d'outils et j'ai trouvé les professeurs justes dans leurs propos. Envie de creuser plus encore le sujet !,/,reuissir-le-changement,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Ce MOOC est très agréable à suivre, pragmatique. Assorti d'exemples il permet en peu de temps la maîtrise de nombreuses notions en termes de conduite du changement.",/,reuissir-le-changement,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Cours très intéressant, combine les aspects théoriques et pratiques, intervenants de grande qualité, présentations soignées et graphiques explicites!Merci et bravo!",/,reuissir-le-changement,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Les différents modes de pensées sont très bien résumés et permettent de comprendre des démarches entreprises par des organisations pour avancer dans leurs projets,/,reuissir-le-changement,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Cours bien structuré et permettant de revoir ou de découvrir concepts clés et outils professionnels susceptibles d'être réutilisés dans mon champ professionnel.,/,reuissir-le-changement,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Un corps professoral très pédagogue, des cours très bien structurés. C'était un plaisir d'apprendre via cette certification accessible même aux plus novices.",/,reuissir-le-changement,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"MOOC très bien fait, très enrichissant et permettant de prendre le recul nécessaire sur ce sujet capital qu'est l'accompagnement du changement. Merci encore.",/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Très interessant et bien documenté. ,/,reuissir-le-changement,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Je trouve cependant qu'il manque une simple vidéo de conclusion rappelant les grands thèmes de la conduite du changement,/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,CO
MOOC fort intéressant ,/,reuissir-le-changement,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
il manque juste un plan pour suivre les étapes de la mise en place d'un projet de changement avant même de nous donner les outils.,/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,NE,NE,I,J,CO
"Très bien construit, inspirant, ce cours est idéal pour les débutants et également pour des professionnels en quête d'une mise à jour / revue des bases.",/,reuissir-le-changement,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,P,NE,P,I,J,CO
Un cours très enrichissant avec un contenu complet et clair. Je le recommande à toute personne désireuse d'avoir des notion en management du changement.,/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Mooc a la fois très court et très dense. C'est un bon outil pour commencer à mieux appréhender la conduite du changement et à en maîtriser les outils.,/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Contenu très pertinent et intervenants intéressants dExcellente pédagogie et supports de cours utiles.Merci à tous les intervenants.Merci à l'ESSEC.,/,reuissir-le-changement,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Très facile à suivre et à comprendre. Structure bien le process de la conduite du changement. Permet de ne rien oublier et de respecter les étapes,/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Une formation très enrichissante et permet d'appréhender la notion du la conduite de changement et de l'accompagnement de changement avec aisance,/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Excellent Outil pour comprendre et manager le changement organisationnel.Mooc très réussi avec l'excellence educative de l'ESSEC Business School.,/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Cours très intéressant! A la fois exhaustif et synthétique, il donne une très bonne vision de toutes les dimensions du changement en entreprise.",/,reuissir-le-changement,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Je tiens à vous remercier pour votre accompagnement, et pour ce cours que je juge, riche par ses propos et ses informations.encore un fois merci",/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
"j'ai très apprécier le cours, il ma aidé a comprendre une période de ma vie professionnel lorsque ma société a été acheté par un autre groupe.",/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Cours très structuré, je le recommande vivement à toute personne pour mieux comprendre les enjeux et les outils de la conduite du changement.",/,reuissir-le-changement,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Cours très complet sur la conduite du changement. Approche théorique et méthodologique. J'en vois d'emblée les applications pratiques. Merci.,/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
"Excellent cours permettant de pouvoir appréhender le changement en entreprise, nécessaire dans notre société en perpétuelle transformation.",/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Excellent cours. Beaucoup de notions intéressantes et bien dosées pour assimiler le processus de changement sans s'ennuyer. Bravo et merci,/,reuissir-le-changement,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
A répondu totalement à mes attentes et a consolidé mes compétences. J'ai pu faire le lien avec mes expériences passées. Merci pour ce MOOC,/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
le cours a été très intéressant! J'ai appris de nombreux concepts et c'est une formation pour le nouveau domaine auquel je suis confronté,/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Synthèse pertinente et proposition valable pour envisager le sujet. Cours à recommander pour établir un premier tour d'horizon. Michel H,/,reuissir-le-changement,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
Excellentes bases pour débuter l'apprentissage et comprendre ce que représente le changement. Merci à toute l'équipe de la Chaire ESSEC,/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
"Très pratique et rapide en termes d'apprentissage.Facile à recommander à un apprenant ""tiers"" avant une intervention en entreprise.",/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Cours très intéressant pour un néophyte en la matière ! A approfondir par d'autres méthodes d'enseignement et de mise en pratique.,/,reuissir-le-changement,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Très bon cours, synthétique, efficace, permet de faire le lien avec le vécu opérationnel sur mes différents postes en entreprise.",/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Formation très éclairante sur la thématique. Cela manque un peu d'interaction, mais la qualité du contenu vaut vraiment la peine.",/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Un cours très complet et outillé qui reprend les modèles traditionnels et nous amène progressivement vers les méthodes agiles.,/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"On me l'a recommandé et je suis vraiment satisfait tant sur le contenu dispensé, le déroulement des vidéos ainsi que les Quiz.",/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Excellent tour d'horizon de l'historique du changement, de la sociologie et des pratiques modernes pour réussir le changement",/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Ce cours est très bien structuré, les modules sont bien proportionnés un niveau du temps.J'ai eu plaisir à suivre ce module.",/,reuissir-le-changement,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Un cours très intéressant et utile qui m'a permis d'apprendre plein de choses et a enrichi le regard porté sur mon travail,/,reuissir-le-changement,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
très instructif ce module ma permis de comprendre plusieurs chois en entreprise et de savoir comment opérer un changement.,/,reuissir-le-changement,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Merci pour ce cours et toutes les notions apportées. Attention aux fautes d'orthographe/de frappe dans la transcription.,/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
"Cours très intéressant et dynamique ! Le changement est abordé sous toutes ses formes, à tous les niveaux hiérarchique.",/,reuissir-le-changement,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"Excellent cours, très complet qui apporte des solutions concrètes en matière de change management et des outils simple",/,reuissir-le-changement,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
"les vidéos sont agréables et claires, merci pour ces cours intéressants. J'ai pris des notes et je les garde précieuse",/,reuissir-le-changement,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
Excellent MOOC sur la conduite du changement... peut-être à argumenter plus le modèle Agile de conduite du changement,/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
un cours complet sur la conduite de changementdes thèmes abordés essentiels en rapport avec la gestion d'entreprise.,/,reuissir-le-changement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,P,NE,NE,I,J,CO
Donne une très bonne visibilité de la démarche à suivre pour réussir le changement. Merci vivement pour le partage,/,reuissir-le-changement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,P,A,NE,I,J,CO
